image,loop_scattering,background_ring,strong_background,diffuse_scattering,artifact,ice_ring,non_uniform_detector
85600_1_E2_001,1,1,1,0,0,0,0
131088_1_001,0,0,1,0,0,0,0
137616_2_00001,1,1,1,0,0,0,0
68112_2_001,1,1,0,0,0,0,0
220354b4_iodide1_x0001,0,1,1,0,0,0,0
84354_1_E1_001,1,1,1,0,0,0,0
r2_001,1,0,1,0,0,0,0
168670_1_E2_0001,1,1,0,0,0,0,0
ebw2_15_1_001,0,1,0,0,0,0,0
mcr6_4_1_001,0,1,0,0,0,0,0
USC-005_Pn15_r6,1,0,0,0,0,0,0
202097g3_x0001,0,1,1,0,0,0,0
ns1_nys1_b3a_1_0001,1,1,1,0,0,0,0
m2h8g-peak.0001,0,0,1,0,0,1,0
109125_1_E1_001,1,0,1,0,0,0,0
IDP00698_UNP2_9_en8_4_00002,0,0,1,0,0,1,0
ekw2_10_1_001,0,0,0,0,0,0,0
idp90587a,0,0,0,0,0,0,0
jkz1_15_1_###,0,1,0,0,0,0,0
125169_1_E1_001,1,1,1,0,0,0,0
135601_1_0001,1,0,1,0,0,0,0
133954_2_0001,1,1,1,0,0,1,0
168601_2_0001,1,1,1,0,0,0,0
153348_1_E2_0001,1,0,1,0,0,0,0
131780_3_E1_0001,0,1,1,0,0,0,0
idp90163c,1,1,0,0,0,0,0
181275_1_E2_00001,0,0,1,0,0,0,0
137616_1_E1_00001,1,1,1,0,0,0,0
sMAT_N159G,0,1,0,0,0,0,0
136442_1_E1_0001,1,0,1,0,0,1,0
5995_1_E1_001,1,0,1,0,0,0,0
81705_1_E2_001,1,1,1,0,0,0,0
m1b4eg.0001,0,1,1,0,0,0,0
95462_3,0,0,0,0,0,0,0
81722_2_001,1,0,0,0,0,0,0
44697_2_001,1,0,1,0,0,0,0
x2-pk.0001,0,1,1,0,0,0,0
208045_1_E1_00001,0,0,1,0,0,0,0
107366_1_E2_001,1,1,1,0,0,0,0
94590_3_E2,0,1,0,0,0,0,0
47812_2_001,0,1,0,0,0,0,0
184818_1_00001,0,1,1,0,0,0,0
209912_2_00001,1,1,1,0,0,0,0
170258_2_00001,1,0,1,0,0,0,0
100298_1_E3_001,1,1,1,0,0,0,0
11820_3_001,0,1,0,0,0,0,0
117797_2_001,1,1,1,0,0,0,0
35270_2,0,1,0,0,0,0,0
171897_2_00001,1,1,0,0,0,0,0
171897_1_E2_00001,1,1,0,0,0,0,0
10270_1_E2_001,1,0,0,0,0,1,0
k4_b06.0001,0,1,0,0,0,0,0
125998_2_001,0,0,0,0,0,0,0
17386_2,1,0,1,0,0,0,0
92225_1_E2_001,1,0,1,0,0,0,0
22264_1_E1_001,0,1,0,0,0,0,0
32736_1_E2_001,0,1,1,0,0,1,0
225457h2_x0001,0,0,1,0,0,0,0
197282_2_00001,0,0,1,0,0,0,0
53055_1_E1_001,1,0,1,0,0,0,0
T1789_1_001,0,1,1,0,0,0,0
116815_1_E2_001,0,1,1,0,0,0,0
IDP06102_PKa_B.0001,0,1,0,0,0,0,0
IDP05258_003_PKa.0001,0,1,0,0,0,0,0
181779_1_00001,0,1,1,0,0,0,0
52221_1_E2_001,0,1,1,0,0,0,0
IDP00347_c200903_1_1_0001,0,0,1,0,0,0,0
30589_2,0,1,0,0,0,0,0
20247_2_001,1,1,0,0,0,0,0
210038_1_E1_00001,0,0,1,0,0,0,0
22264_2_001,0,1,0,0,0,0,0
101097_2_001,1,1,0,0,0,0,0
SAMsynth_SAM_I08,0,1,0,0,0,0,0
116458_1_001,1,1,1,0,0,0,0
142609_1_E1_0001,0,1,1,0,0,0,0
98553_1_E1_001,0,1,0,0,0,0,0
IDP01304_3hho.0501,0,1,0,0,0,0,0
151434_1_E2_0001,0,0,1,0,0,0,0
wvx2-11_1_001,1,1,0,0,0,0,0
36658_181,1,0,0,0,0,0,0
25575_2_001,0,0,0,0,0,0,0
234528e12_y0001,1,1,1,0,0,0,0
49271_2_001,1,1,1,0,0,0,0
116578_2_001,0,1,1,0,0,0,0
123244_1_E2_001,1,1,1,0,0,0,0
idp90922aa,1,1,0,0,0,0,0
186728_1_001,0,0,0,0,0,0,1
60655_1_E2_001,0,1,0,0,0,0,0
fdi0-7_2_001,0,1,0,0,0,0,0
100298_1_E2_001,1,1,1,0,0,0,0
T1852_2_001,0,1,0,0,0,0,0
gaz8-6_1_001,0,1,1,0,0,0,0
ANL1D5gly-peak.0001,0,1,0,0,0,0,0
lof5-5_b,0,1,0,0,0,1,0
ProlMut5_MnGP_HR_2_00001,0,0,1,0,1,0,0
157538_1_E2_0001,1,1,1,0,0,0,0
3893_4_001,1,0,0,0,0,0,0
idp90790_3Q3W.####,0,1,1,0,0,0,0
2997_1_001,1,0,1,0,0,0,0
40028_1_E1_001,1,0,1,0,0,0,0
181460_2_00001,0,0,0,0,0,0,0
idp02325-3,0,1,0,0,0,0,0
31827_1_E1_001,0,0,0,0,0,0,0
104978_1_E1_001,1,0,1,0,0,0,0
167778_1_0001,1,0,1,0,0,0,0
ANL1A5gly1-peak.0001,0,1,0,0,0,0,0
79929_2_001,1,1,1,0,0,0,0
xtal_5_peak.0001,0,1,0,0,0,0,0
100298_2_001,1,1,0,0,0,0,0
IDP90718_3N4J.####,0,1,0,0,0,0,0
77278_1_E2_001,1,0,1,0,0,0,0
107767_1_E1_001,0,0,1,0,0,0,0
HP1716_Oct30_2014_collect_0001,0,0,1,0,0,0,0
176706_2_00001,1,0,1,0,0,0,0
apc103223a,0,1,1,0,0,1,0
183676_1_E2_00001,0,0,1,0,0,1,1
hxm4-4,0,1,0,0,0,0,0
66063_1_E2,0,1,0,0,0,0,0
61303_2_001,0,0,0,0,0,0,0
mvo0-8b,0,1,0,0,0,0,0
9664infl_low_4_001,0,0,0,0,0,0,0
90143_2_001,0,1,1,0,0,0,0
233165g6_x0100,1,1,1,0,0,0,0
208475_1_E1_00001,0,1,1,0,0,0,0
81309_1_E1_001,1,0,1,0,0,0,0
rjo4-7,0,1,0,0,0,0,0
21629_3_001,1,0,1,0,0,0,0
12c19p1_1_E3_181,0,1,1,0,0,0,0
31029_2,0,1,1,0,0,0,0
90779_2_001,1,1,1,0,0,0,0
134075_1_E1_0001,1,1,1,0,0,0,0
AB_1_set,1,1,0,0,0,0,0
IDP00347_347_lig_3_1_0001,0,1,1,0,0,0,0
173616_1_E2_00001,0,0,1,0,0,0,0
155789_2_0001,0,1,0,0,0,0,0
53398_2_001,1,0,1,0,0,0,0
idp02160bh,0,1,0,0,0,0,0
89913_1_E2_001,0,1,0,0,0,1,0
125543_1_E1_001,1,1,1,0,0,0,0
xtal-1-1463_H10-long.0001,0,1,0,0,0,0,0
98291_3_E2_001,0,1,1,0,0,0,0
264489b1_x0001,0,1,1,0,0,0,0
86612_2_001,0,1,0,0,0,0,0
ATPM1E10gly-peak.0001,0,1,1,0,0,0,0
IDP04645_I21_PKa.0001,0,1,0,0,0,0,0
217759b6_y0001,0,0,1,0,0,1,0
40629_2_001,1,0,1,0,0,0,0
IDP01493_A0751-47_1_0001,1,0,0,0,0,0,0
97368_1_E1,0,1,0,0,0,0,0
52594_2_001,0,0,1,0,0,0,0
165305_2_0001,1,0,1,0,0,0,0
16c35p2_1_E3_001,0,0,0,0,0,0,0
T1456_5_001,0,0,0,0,0,0,0
IDP01865D_PKa.0001,0,1,0,0,0,0,0
137682_1_E2_0001,0,1,1,0,0,0,0
39621_2_001,1,0,1,0,0,0,0
136609_1_E2_0001,0,0,1,0,0,0,0
130568_1_001,1,1,1,0,0,0,0
165956_1_E2_0001,1,1,1,0,0,0,0
RutD_D5,1,1,0,0,0,0,0
56883_1_E1_001,0,1,1,0,0,0,0
49932_1_E1_001,1,1,1,0,0,0,0
121183_1_E2_001,0,1,1,0,0,0,0
119192_2_E1_001,0,1,1,0,0,0,0
IDP91419-8,0,1,0,0,0,0,0
162366_1_E2_001,0,0,0,0,0,0,0
uug9-2,0,1,0,0,0,1,0
47595_1_E1_001,1,0,1,0,0,0,0
18914_3,1,1,0,0,0,0,0
86941_1_E1_001,0,1,1,0,0,0,0
SDC344_2_00001,1,1,1,0,0,0,0
90907_2_001,0,0,1,0,0,0,0
jgp5-6,0,1,0,0,0,0,0
66063_2,0,1,0,0,0,0,0
229491d3_x0001,1,1,1,0,0,0,0
960-2_A,0,1,0,0,0,0,0
2153528h12_x0001,0,1,1,0,0,0,0
20282_1_E2_001,1,1,0,0,0,0,0
206774_1_E2_00001,0,1,1,0,0,0,0
208045_1_E2_00001,0,1,0,0,0,0,0
fum3-10_1_0001,0,0,1,0,0,0,0
103236_1_E1_001,1,0,1,0,0,0,0
HXV-6_1_001,1,0,1,0,0,0,0
IDP+R5P_R5Ppt61_A2_D_1_0001,1,1,1,0,0,0,0
206762b1_a0001,0,1,1,0,0,0,0
pib2g-2.0001,0,1,0,0,0,0,0
184110_1_00001,1,1,1,0,0,0,0
142756_1_E1_0001,1,0,1,0,0,0,0
230921a4_z0401,0,0,1,0,0,0,0
257345h12_x0001,1,0,1,0,0,0,0
cps047-6_7,0,1,0,0,0,0,0
s2_2.0001,0,1,0,0,0,0,0
119347_1_E2_001,1,1,0,0,0,1,0
idp01976a,0,1,0,0,0,0,0
131821_2_001,0,1,0,0,0,0,0
QSN7_8_1_001,0,1,1,0,0,1,0
gjx4-8,1,1,0,0,0,0,0
51538_2_001,0,1,1,0,0,0,0
Anpha00316a_7_1_001,0,1,0,0,0,0,0
99202_1_E2_001,0,1,0,0,0,0,0
101464_1_E2_001,0,1,1,0,0,0,0
pof7-3,1,1,0,0,0,0,0
152454_2_0001,1,1,1,0,0,0,0
14867_2_E1_001,1,1,1,0,0,0,0
173330_2_00001,0,0,1,0,0,1,0
237680c5_x0001,0,1,1,0,0,0,0
WKY6_5_1_001,0,1,0,0,0,0,0
B1_4_0001,0,1,1,0,0,1,0
xBs2.0001,0,1,0,0,0,0,0
57548_1_E1_001,1,0,1,0,0,0,0
11921_7_001,0,1,0,0,0,0,0
IDP91046-2,0,1,0,0,0,0,0
173195_1_E2_00001,1,1,1,0,0,0,0
179667_1_00001,1,0,1,0,0,1,0
idp02095-K135Mi,0,1,0,0,0,0,0
16430_1_E2_001,0,1,1,0,0,0,0
141921_1_E1_0001,1,1,0,0,0,0,0
fco5-7,1,1,0,0,0,0,0
258195e1_z0001,1,0,1,0,0,0,0
187166_1_E1_001,0,1,0,0,0,0,0
153752_2_0001,1,1,1,0,0,0,0
jmz4-6,0,1,1,0,0,1,0
178959_2_00001,1,1,0,0,0,0,0
11c12p3_1_E3_001,0,1,1,0,0,0,0
137226_2_0001,0,1,1,0,0,0,0
100731_1_H6_peak.0001,0,1,0,0,0,0,0
idp05275.2c,1,1,0,0,0,0,0
CPS1838_Pn11,1,1,0,0,0,1,0
51619_1_E1_001,1,0,1,0,0,0,0
178386_1_00001,0,0,1,0,0,0,0
xtal-2.0001,0,0,1,0,0,0,0
112971_1_E1_001,1,1,1,0,0,0,0
231382a1_x0001,0,1,1,0,0,0,0
12c19p1_2_E1_181,0,1,0,0,0,0,0
149942_1_0001,1,0,1,0,0,0,0
AR311_114a_HDAC6_screen_0001,0,0,1,0,0,0,0
12c19p1_2_E1_001,0,1,0,0,0,0,0
IDP91967-3,0,0,1,0,0,0,0
168568_1_0361,0,1,1,0,0,0,0
022848_katm_20_1_1_0001,0,1,1,0,0,0,0
90902_2_001,1,1,1,0,0,0,0
F177S-x1.0001,0,1,0,0,0,0,0
18498_1_E1_001,1,1,1,0,0,0,0
140863_3_0001,0,0,1,0,0,0,0
IDP91959-1,0,1,1,0,0,0,0
204763c3_a0001,0,1,1,0,0,0,0
NY9_1_set,0,0,0,0,0,0,0
110948_1_E2_001,1,0,1,0,0,0,0
15625_1_E1_001,1,1,0,0,0,0,0
19092_3_001,1,1,0,0,0,0,0
IDP90828_crystal2_2_0001,1,1,0,0,0,0,0
197934_1_E1_00001,1,0,1,0,0,0,0
11921_4_E1_001,1,1,1,0,0,0,0
120706_1_001,1,0,0,0,0,0,0
174333_1_E1_00251,1,0,1,0,0,0,0
13022_3_001,0,0,0,0,0,0,1
oth0479_1_high.0001,0,1,1,0,0,0,0
IDP01849_3L07.0001,0,1,1,0,0,0,0
200958_1_E1_00001,1,0,1,0,0,0,1
163274_3_0001,1,0,1,0,0,0,0
22369_1_E1_001,1,1,1,0,0,0,0
30615_1_E2,1,1,1,0,0,0,0
173360_1_E2_00001,1,1,0,0,0,0,0
234284b5_y####,1,0,1,0,0,0,0
32436_101_001,0,0,0,0,0,0,0
IDP02650_PKa.0001,0,1,0,0,0,0,0
m3e8-peak.0001,0,1,0,0,0,0,0
216516b9_x0001,0,0,1,0,0,0,0
251795e1_x_0001,0,1,1,0,0,0,0
200088_2_00001,0,1,1,0,0,0,0
idp01329v-c,0,1,1,0,0,0,0
idp00662a,0,0,0,0,0,0,0
159525_2_E2_0001,1,0,1,0,0,0,0
sal3_p3_1_001,0,0,0,0,0,0,0
idp00581_3RDW.0001,0,0,1,0,0,0,0
101975_1_E1_001,1,1,1,0,0,0,0
STR0003-2,0,1,0,0,0,0,0
39191_1_E1_001,1,1,1,0,0,0,0
86941_2_001,0,1,1,0,0,0,0
97429_2,0,0,0,0,0,0,1
153601_1_E1_0001,1,1,0,0,0,0,0
IDP00122_3cwc.####,0,0,0,0,0,0,0
3893_3_E2_001,1,1,0,0,0,0,0
141-7-c,0,1,0,0,0,0,0
60763_2_001,0,1,0,0,0,0,0
32436_1_001,0,0,0,0,0,0,0
11504_1_001,0,1,0,0,0,0,0
pim-e9g.0001,0,1,0,0,0,0,0
25076_2_E1_001,0,1,0,0,0,0,0
180709_2_00001,0,0,0,0,0,0,0
92932_2_001,1,1,1,0,0,0,0
156322_1_0001,0,0,1,0,0,0,0
127290_1_E1_001,0,1,0,0,0,0,0
200088_1_E2_00001,0,1,1,0,0,0,0
96723_2_E2,1,0,0,0,0,0,0
187784_2_001,1,1,1,0,0,1,0
21298_1_E1_001,1,0,1,0,0,0,0
C8_4_4_00001,0,0,0,0,0,0,0
81620_1_E2_001,0,0,1,0,0,0,0
idp02311d,0,1,1,0,0,0,0
22755_2_001,1,1,1,0,0,0,0
189596_1_E2_001,1,0,0,0,0,1,0
20687_4_001,1,0,1,0,0,0,0
idp91126a,0,1,0,0,0,0,0
54980_2_001,0,1,1,0,0,0,0
10641_3_E3_001,1,0,0,0,0,0,0
116578_3_001,1,1,1,0,0,0,0
nip-3,0,1,0,0,0,0,0
37235_1_E1_001,1,0,1,0,0,0,0
IDP04297-1_Se_A,0,1,0,0,0,0,0
20886_1_E2_001,1,1,0,0,0,0,0
14867_3_001,1,1,1,0,0,0,0
200063_1_E2_00001,1,1,1,0,0,0,0
163499_1_0451,1,0,1,0,0,0,0
IDP05060-2,0,1,0,0,0,0,0
284504b6_x_0001,0,1,1,0,0,0,0
185538_2_001,0,1,1,0,0,0,0
185823_1_E1_001,1,0,0,0,0,0,1
19057_1_E2_001,0,1,0,0,0,0,0
158568_1_0001,0,1,1,0,0,0,0
166083_1_E1_0001,0,1,1,0,0,0,0
183556_2_E1_00001,1,0,1,0,0,0,0
73395_1_E1_001,0,0,1,0,0,0,0
37173_1_001,1,0,1,0,0,0,0
xtal1-drop2-zn.0001,0,1,1,0,0,0,0
34502_1_E2_001,0,0,0,0,0,0,0
poj-3_12_1_001,0,1,0,0,0,0,0
IDP91871-1b,1,1,0,0,0,0,0
195844_1_E2_00001,0,1,1,0,0,0,0
idp90820-1_B,0,1,0,0,0,0,0
idp00699b,1,1,0,0,0,0,0
ZD2_10_2_9618keV_00001,1,0,0,0,0,0,0
hsc3-10,0,1,1,0,0,0,0
202146_1_00001,0,1,1,0,0,0,0
was1-8,0,1,0,0,0,0,0
206483_1_E2_00001,1,0,1,0,0,0,0
93357_1_E1_001,0,1,1,0,0,0,0
IDP05133_PKa.0001,0,1,0,0,0,0,0
D9_1,1,1,1,0,0,0,0
X1_PK.0001,0,1,0,0,0,0,0
166697_2_0001,0,1,1,0,0,0,0
169546_1_E2_001,0,1,1,0,0,0,0
153348_2_0001,1,1,1,0,0,0,0
11274_2_001,1,1,0,0,0,0,0
if1eg-peak.0001,0,1,0,0,0,0,0
183717_2_E1_00001,1,0,1,0,0,0,0
IDP91191-4,1,1,0,0,0,0,0
194045_1_E1_00001,0,0,1,0,0,0,0
150702_1_E2_0001,0,0,1,0,0,0,0
27032_1_E1_001,0,1,1,0,0,1,0
IDP95657-2,0,1,0,0,0,1,0
IDP91245_91245-1_1_0001,0,0,0,0,0,0,0
20687_2_E1_001,1,0,1,0,0,0,0
61016_1_E2_001,0,1,0,0,0,0,0
tm0875_high_1_001,1,1,0,0,0,0,0
201938_1_00001,0,1,1,0,0,0,0
ejt6-14_2_001,0,1,1,0,0,0,0
C8_6_10_00001,0,1,1,0,0,0,0
PI09_1_1_001,0,1,0,0,0,0,0
126176_1_E1_001,1,1,0,0,0,0,0
11c10p1_3_E1_001,0,1,1,0,0,0,0
23c28p2_3_001,0,0,0,0,0,0,1
23c28p2_1_E3_001,0,0,0,0,0,0,0
102315_1_E2_001,1,0,1,0,0,0,0
idl1131-2,0,0,0,0,0,1,0
CAA0080_NADH_low2.0001,0,1,0,0,0,0,0
57037_2_001,1,1,1,0,0,0,0
IDP02065-5_A,0,1,0,0,0,0,0
127933_1_E1_001,1,0,0,0,0,0,0
tui6-9_2_001,1,0,1,0,0,1,0
85482_2_001,1,1,1,0,0,0,0
39278_2_001,1,1,1,0,0,0,0
102352_1_E2_001,1,1,0,0,0,0,0
9metguM1F2eg.0001,0,1,0,0,0,0,0
224045c2_x0001,0,0,1,0,0,0,0
IDP00325_4ZO4.0001,0,1,0,0,0,0,0
138791_2_0001,0,0,1,0,0,0,0
idp90922d,0,1,0,0,0,1,0
127791_1_001,0,1,0,0,0,0,0
9177_7_001,1,1,0,0,0,0,0
234528e12_x0001,1,0,1,0,0,0,0
157538_2_0001,1,1,1,0,0,0,0
IDP91191-6,0,1,0,0,0,0,0
226144e11_x0001,0,1,1,0,0,0,0
120692_1_E1_001,1,1,1,0,0,0,0
206411_1_00001,0,1,1,0,0,0,0
57076_1_E2_001,0,1,0,0,0,0,0
10863_2_E3_001,1,0,0,0,0,1,0
IDP01115-1_2_B,0,1,0,0,0,0,0
140-13-c,0,0,0,0,0,0,0
SAMynth_Apo_H01,1,0,0,0,0,0,0
64991_2_E1,0,1,1,0,0,0,0
idp04601_3RHI.0001,1,1,1,0,0,0,0
105824_1_E1_001,1,0,1,0,0,0,0
218457h10_x0001,0,0,1,0,1,0,0
187937_1_E2_001,0,1,0,0,0,0,1
236774g7_redo_x0001,1,0,1,0,0,0,0
12316_3_E1_001,1,1,0,0,0,0,0
94154_1_E2,0,1,0,0,0,0,0
185350_1_00001,1,1,0,0,0,0,0
71942_1_E2_001,1,1,0,0,0,1,0
163636_1_E2_0361,0,1,0,0,0,0,0
38657_1_E1_001,0,1,1,0,0,1,0
194184_1_E2_00001,1,0,1,0,0,0,0
11039_1_001,0,1,0,0,0,0,0
188561_1_E2_001,1,0,0,0,0,0,1
CAA0034_collect_Dec13_2016_0001,0,0,1,0,0,0,0
fze8_7_1_001,0,1,0,0,0,0,0
51538_1_E2_001,0,1,1,0,0,1,0
197391_1_E2_00001,1,1,1,0,0,0,0
71942_1_E1_001,1,1,1,0,0,0,0
70727_2_001,1,0,0,0,0,0,0
xtal1-M1E11_ASA_dataset2_hr.0001,0,1,1,0,0,1,0
41998_2_001,0,1,0,0,0,0,0
Pin4_1_001,0,0,0,0,0,0,0
1_14_2b,0,1,1,0,0,0,0
61535_2_001,0,1,0,0,0,0,0
235328a3_y0001,0,1,0,0,0,0,0
xjo7-7,0,1,0,0,0,0,0
176078_1_E2_00001,1,1,1,0,0,0,0
ogi2-07_16_00001,1,0,1,0,0,0,0
35256_1_E1,1,0,0,0,0,0,0
25011_3_001,1,0,1,0,0,0,0
mnj8-1,0,1,0,0,0,0,0
107066_1_E1_001,0,1,1,0,0,0,0
290723a7_z_0001,0,1,1,0,0,0,0
ggh9_7_1_###,0,1,0,0,0,0,0
exou-p7-spcu-p7-a,1,0,0,0,0,0,0
B8_3_001,0,1,0,0,0,0,0
SAH6_1_001,0,1,0,0,0,0,0
168564_1_0001,1,0,1,0,0,0,0
171391_1_E1_001,0,1,1,0,0,0,0
IDP5262ACo_B.0001,0,1,0,0,0,0,0
h5h5h3-10_1_001,0,1,1,0,0,1,0
166083_2_0001,0,0,1,0,0,0,0
230921a4_y0001,0,0,1,0,0,0,0
96723_1_E1,1,1,0,0,0,0,0
110948_2_001,1,0,1,0,0,0,0
202787f10_a0001,0,0,1,0,0,0,0
121774_1_E1_001,0,1,0,0,0,0,0
119947_3_001,1,1,1,0,0,0,0
139338_1_E2_0001,0,0,1,0,0,0,0
9N_3.0001,0,1,0,0,0,0,0
103946_2_E2_001,0,1,0,0,0,0,0
TM1782B4_4_E2_001,0,1,0,0,0,0,0
119173_1_E1_001,0,1,1,0,0,0,0
92948_1_001,1,0,1,0,0,0,0
216858d10_x0001,0,0,1,0,1,0,0
121762_1_E1_001,1,1,1,0,0,0,0
tm0875_8p44_1_E1_001,1,0,0,0,0,0,0
15533_2_001,1,1,1,0,0,0,0
klb5-1-snaps,0,1,0,0,0,0,0
100666_1_E1_001,0,1,1,0,0,0,0
3h0p_anomalous_stm1194_n1AB_2_B,0,0,0,0,0,0,0
SpeGRcsB-c,0,1,0,0,0,0,0
234284b5_x0001,1,0,1,0,0,0,0
137601_1_001,1,1,1,0,0,0,0
91286_1_E2_001,0,1,1,0,0,0,0
205634a10_ay0001,0,1,1,0,0,0,0
72230_1_E2_001,1,0,1,0,0,0,0
ny-an-73-srb4-c6-5.0001,0,1,0,0,0,0,0
sacol_1320-2pk_B,0,1,0,0,0,0,0
131032_1_E1_001,1,0,1,0,0,1,0
73086_1_E1_001,0,0,0,0,0,0,0
43620_2_001,1,0,1,0,0,0,0
230508b11_y_0001,1,1,1,0,0,0,0
kfr0-2,0,1,0,0,0,0,0
IDP91975-1b,0,1,1,0,0,1,0
11319_2_001,0,0,0,0,0,0,0
b12-x1.0001,0,1,0,0,0,0,0
IDP01115-1_2_A,0,1,0,0,0,0,0
73676_1_E2_001,1,1,1,0,0,0,0
153856_2_00001,0,1,1,0,0,0,1
mrl5-6,0,1,0,0,0,0,0
18058_6,0,1,1,0,0,0,0
42386_1_E2_001,0,1,0,0,0,0,0
131435_2_001,1,1,0,0,0,0,0
rfh0-5,0,1,0,0,0,1,0
C8_6_6_00001,0,0,1,0,0,0,0
44283_1_E2_001,0,0,0,0,0,0,0
76161_1_E2_001,1,0,1,0,0,0,0
UVH12-4-s,0,0,0,0,0,0,0
234126c12_x0001,0,1,1,0,0,0,0
IDP02135_X2_PK.0001,1,0,1,0,0,0,0
awp3-7,1,1,0,0,0,0,0
15453_1_E1_001,0,1,0,0,0,0,0
125907_2_001,0,1,1,0,0,0,0
173757_1_E2_00001,1,0,1,0,0,0,0
43620_1_E2_001,1,0,1,0,0,0,0
idp91126d,0,0,0,0,0,0,0
112260_2_001,0,0,1,0,0,0,0
98631_1_E1_001,1,1,0,0,0,0,0
34621_1_E1,0,1,0,0,0,0,0
x242770_1,1,1,0,0,0,0,0
kck7-8,0,1,0,0,0,0,0
227318b6_x0001,1,1,1,0,0,0,0
114357_1_E2_001,1,1,0,0,0,0,0
151230_1_E2_0001,0,1,1,0,0,0,0
IDP91398-1,0,1,0,0,0,0,0
kx5-2,1,1,0,0,0,0,0
5734_C12_high2.0001,0,1,0,0,0,1,0
12525_5_E2_001,0,0,0,0,0,0,0
idp90717-n1,1,1,0,0,0,0,0
Sta100c,1,1,0,0,0,0,0
15971_1_E1_001,1,1,0,0,0,0,0
idp01634f,1,1,0,0,0,0,0
apc105704d,0,1,0,0,0,0,0
5c4p1_1_001,0,1,1,0,0,0,0
150981_2_E1_0001,1,1,0,0,0,0,0
118866_1_E2_001,0,0,1,0,0,0,0
126564_3_E1_001,0,1,0,0,0,0,0
153915_1_E1_0001,1,1,1,0,0,0,0
40976_1_E1_001,1,0,1,0,0,0,0
112290_1_E2_001,1,0,1,0,0,0,0
11327_1_001,1,0,0,0,0,0,0
30215_2,1,1,1,0,0,0,0
104094_1_E2_001,1,0,1,0,0,0,0
91765_1_E1_001,1,1,0,0,0,0,0
172008_1_E1_001,1,1,1,0,0,0,0
167991_2_0001,1,1,1,0,0,0,0
121017_1_001,0,0,1,0,0,0,0
252788c1_x0001,0,0,1,0,0,0,0
206237_1_E1_00001,1,1,1,0,0,0,0
134085_2_0001,0,0,0,0,0,1,0
118040_1_E1_001,1,1,1,0,0,0,0
65654_1_E2_001,0,0,0,0,0,0,1
dgd6-4,1,1,0,0,0,0,0
163446_1_E1_0001,0,1,0,0,0,0,0
123621_1_E2_001,1,0,1,0,0,0,0
62646_1_E1_001,0,1,0,0,0,0,0
idp1440_1_B,1,1,0,0,0,0,0
254471a2_x0001,0,0,1,0,0,0,0
xtal-1-f3.0001,0,1,1,0,0,0,0
2557_1_E3_001,1,0,0,0,0,0,0
8381_2_001,0,0,0,0,0,0,0
xAs1m.0001,0,1,0,0,0,0,0
176811_1_E2_00001,0,1,1,0,0,0,0
56112_1_E2_001,1,1,1,0,0,0,0
39621_1_E1_001,1,0,1,0,0,0,0
ozx5-4,0,1,0,0,0,0,0
186728_2_E2_001,1,0,0,0,0,0,1
PSA0006_rottlerin_Jan15_2015_collect_sweep2_0001,0,0,1,0,0,0,0
218461a12_x0001,0,1,1,0,0,0,0
54980_1_E1_001,0,1,1,0,0,0,0
200632_1_E1_00001,0,1,1,0,0,0,0
ecq5-8,0,1,1,0,0,0,0
mz1802-b9-2.0001,0,1,0,0,0,0,0
285429c6_x0001,1,0,1,0,0,0,0
167778_2_0361,0,0,1,0,0,0,0
271TrpF_M4_C1_x3_low.0001,0,0,0,0,0,0,0
12972_3_001,0,0,0,0,0,0,0
102552_1_E1_001,1,1,0,0,0,0,0
169077_1_E2_0001,1,1,1,0,0,0,0
SAHM4F4eg.0001,0,0,1,0,0,0,0
144187_1_E2_0001,0,1,0,0,0,0,0
1009107_1_A3_peak.0001,0,1,0,0,0,0,0
ajw1-9,0,1,0,0,0,0,0
39863_2_E1_001,1,1,1,0,0,0,0
60211_1_E2_001,0,0,0,0,0,0,0
IDP90549_3L92.0001,0,1,0,0,0,0,0
EGA0002_11Dec13_collect_130mm_300sec_0001,0,0,1,0,0,0,0
46114_2_001,1,0,1,0,0,0,0
120919_1_E2_001,1,1,1,0,0,0,0
168339_1_E1_0001,1,0,1,0,0,0,0
dom8-6,0,1,0,0,0,0,0
206090_1_E2_00001,1,1,1,0,0,0,0
26800_2_001,1,0,1,0,0,0,0
216675d12_x0001,0,1,1,0,0,0,0
91753_1_E2_001,0,0,1,0,0,0,0
native-ph-4.6-x0001,0,0,0,0,0,0,0
34248_1_001,0,1,0,0,0,0,0
wjm1-3,0,1,1,0,0,0,0
19051_3_001,1,1,1,0,0,0,0
125749_2_E1_001,1,1,1,0,0,0,0
79794_1_E2_001,1,0,0,0,0,0,0
778_M1_F4_high.0001,0,1,0,0,0,0,0
228594e2_swing_x0001,0,0,1,0,0,0,0
85341_0_001,0,1,1,0,0,0,0
56281_1_E1_001,1,0,0,0,0,0,0
IDP4320FMN3.0001,0,1,0,0,0,0,0
idp90300d,0,1,1,0,0,1,0
T169_1_E3_001,0,1,0,0,0,0,0
57375_2_001,1,0,1,0,0,0,0
9083_D3_d2_suc_3_data.0001,0,1,0,0,0,0,0
91113_2_001,1,1,1,0,0,0,0
16c35p2_1_E1_001,0,1,0,0,0,0,0
141352_1_E1_0001,1,1,1,0,0,0,0
aca7-2_1_000,0,1,1,0,0,0,0
85546_1_E2_001,0,1,1,0,0,0,0
